4027,1
5982,1
10894,1
344,1
345,1
346,1
347,1
341,1
3994,1
348,3
19152,1
103867,1
4736,1
2317,1
5854,1
5857,1
298,1
299,1
296,1
297,4
295,2
292,4
293,1
271,2
275,1
278,2
214,1
2262,1
11761,2
2267,1
2449,1
108,4
109,2
102,2
103,2
101,1
106,3
107,4
104,2
105,1
2040,3
6372,1
6375,1
8940,1
16926,1
6200,1
2682,1
99,2
98,1
9743,1
91,5
90,3
93,1
92,1
95,1
94,1
97,2
96,3
1623,1
58188,1
1627,1
3202,1
1625,2
3209,1
3534,1
2865,1
2867,1
555,1
556,1
550,1
15666,2
1199,1
3348,2
1190,1
27570,1
5453,1
1195,3
3344,1
1196,2
1759,1
1754,1
4259,1
1175,1
30740,9
6978,2
5531,1
1285,1
1284,5
1286,1
1281,5
1280,1
514,2
7188,5
1578,1
1001,1
8762,1
685,2
684,2
1576,2
683,1
1348,1
8387,1
8386,1
8015,1
5629,1
407,1
404,4
403,1
1377,1
1379,1
1378,1
408,1
3836,2
3838,2
9,17
10881,1
379,2
378,4
7527,1
371,5
370,1
373,10
372,5
25729,1
25726,1
6142,1
390,1
396,3
6788,2
2307,6
3748,1
3742,7
245,1
244,2
247,2
246,1
241,2
240,3
243,1
242,9
249,9
248,8
2277,1
165605,1
2278,1
2456,3
7854,2
178,1
17535,4
175,3
174,4
173,1
171,1
170,2
4539,1
3690,2
4535,1
3695,3
10620,1
10157,1
10407,1
85603,2
1978,3
2696,1
26966,1
1605,6
1972,1
7325,2
3236,1
1969,8
1617,1
1966,1
3239,1
1611,1
2871,1
17838,1
94824,5
1768,5
1761,1
1764,1
1142,2
1144,1
1149,1
692,1
1547,1
1544,1
1542,1
39585,1
698,1
699,1
1780,1
540,2
544,1
29112,3
548,3
7197,1
6403,1
8530,1
11020,2
414,2
415,1
416,2
411,3
1387,1
418,2
419,1
3823,2
4282,1
4287,1
13994,1
368,2
367,1
364,2
365,1
362,2
363,2
360,2
19350,1
381,1
383,2
384,1
385,2
387,1
388,1
389,2
6175,1
4754,1
4755,1
11299,1
5879,2
16239,1
258,3
2195,1
252,1
253,1
250,2
256,3
254,2
255,3
2206,1
6683,1
168,12
165,5
167,2
160,1
161,1
162,2
163,1
2518,1
2737,1
2732,2
5290,1
10368,1
17745,1
1814,1
1816,1
4336,1
9291,10
7330,1
1600,1
1973,1
1604,2
805,1
1083,1
1151,1
59,6
5513,1
5514,3
1551,1
1555,1
58,3
1557,1
1556,1
2990,1
54,5
57,7
56,2
51,4
50,4
2996,1
52,6
537,1
536,2
535,2
303,1
3032,1
9990,3
8525,1
6514,1
428,2
423,1
1390,1
3816,1
3518,1
8452,1
27016,1
6769,1
6765,1
10993,1
4744,1
603562,1
21130,1
3596094,2
2187,2
229,1
227,1
2189,2
224,1
223,1
222,1
221,1
220,1
2211,1
2219,1
6453,2
151,4
150,5
152,7
155,3
154,1
157,2
156,4
6344,1
2505,1
2504,1
2501,2
5284,1
5049,1
7231,1
10375,2
21248,1
1949,1
1940,1
1946,1
0,49
811,1
812,1
813,1
814,1
815,2
2856,1
5461,1
3332,1
3331,1
1494,1
20288,1
3334,1
5468,3
1395,1
1702,1
1706,3
5260,2
1709,1
1129,1
40201,1
1123,2
1124,1
1125,1
3029,1
3026,2
2981,1
3022,1
524,3
526,1
520,1
1019,1
718052,1
8737,2
1016,1
1013,1
1235,1
12596,4
8515,1
1233,1
4192,1
8287,1
4355,1
4357,2
2488,1
6504,1
438,1
439,1
436,1
430,1
431,1
110516,1
8192,1
6435,1
5709,1
27008,1
4176,2
6750,1
4179,2
5819,1
5811,1
16034,2
323093,2
239,2
2946,1
234,3
12058,2
236,1
237,1
232,3
233,4
1,22
5926,1
146,4
147,1
144,1
145,4
142,4
143,2
140,2
148,1
149,2
4505,1
1054,1
7821,1
120,6
1057,1
2532,3
2530,2
2711,1
2718,1
5078,1
7072,2
7227,1
3408,1
5071,1
7958,1
1832,1
1837,2
1834,1
1838,1
1839,1
3790,1
2155,1
939,1
4985,2
937,1
12274,4
1955,1
1956,1
1953,1
3249,1
13094,1
78249,1
825,1
13256,1
822,1
1481,1
1480,1
1486,1
5495,1
5496,2
3301,1
1271,2
112460,1
15958,1
1139,3
616,1
1130,20
15487,1
1135,1
617,1
7144,1
518,1
1008,1
1006,2
513,3
512,1
1003,1
29922,1
517,1
623,1
1224,1
624,1
629,1
4182,2
30386,1
6539,9
2880,1
2,16
3878,2
3873,3
11,9
10,5
13,16
12,9
15,6
14,14
17,4
16,9
19,7
18,9
5715,1
7762,2
4762,1
4769,2
11248,1
5803,1
5800,1
201,7
200,2
203,4
202,5
205,1
207,1
206,1
209,3
208,1
12689,2
2236,1
2180,1
7818,1
3479,1
2094,1
4574,1
3655,1
2523,1
2522,2
2529,5
11460,1
141645,1
4888,1
10357,1
5062,1
2705,1
5068,1
9177,1
1827,1
1826,2
4402,1
1822,1
2412,2
4978,1
2142,2
2140,1
922,2
4977,1
924,1
926,1
2148,1
5397,1
5395,1
1924,1
14055,2
834,1
838,1
8880,2
8881,1
3,8
3318,1
3313,1
27585,1
24036,1
785,1
781,1
5245,1
1727,1
5246,1
1723,1
3954,1
60,4
61,7
62,11
63,2
64,10
65,4
66,6
67,1
68,2
69,6
509,1
506,4
504,4
505,1
1034,1
784,1
632,3
633,1
634,1
635,1
1214,1
637,1
639,1
1219,1
15015,3
5659,1
8266,1
5652,1
5650,1
2898,1
2894,1
1107,4
1456,1
1105,2
8664,1
1452,1
1453,1
1109,1
4082,2
78836,1
6415,1
30951,1
followers,1
680,1
5832,1
11253,4
217,1
32701,2
215,2
210,1
211,1
60209,1
218,1
219,1
15087,1
4,10
21853,6
3488,1
7807,1
3483,1
24823,2
4563,1
4560,1
3641,1
2550,1
6023,4
6396,2
6189,1
2399,2
4419,1
4418,2
1850,1
1856,2
1857,1
2170,1
2171,1
2174,1
911,1
14822,1
1930,2
3266,1
847,1
842,3
8897,2
7376,1
849,2
9196,1
1730,1
733,1
20034,4
753,4
752,1
751,1
755,1
759,1
758,2
109422,1
1597,1
1593,1
3077,1
48708,2
1027,1
1021,2
392,8
7161,1
1029,1
4089,1
606,2
1209,1
600,1
4363,1
1200,1
5649,1
981260,1
39284,1
3101,1
1113,1
1112,1
5,10
1114,1
1441,1
1116,1
13781,1
463,3
488,1
487,1
486,1
481,1
22509,1
8308,1
198,1
6953,2
11266,1
6095,1
25344,1
12667,1
19300,44
199,1
43593,1
195,1
196,2
191,4
192,2
3676,1
3677,1
118345,1
1455,1
5003,1
1100,1
3586,2
2761,1
125106,1
2767,1
901,1
905,1
13332,1
2165,1
12089,1
58178,9
3294,1
10790,2
857,2
3458,1
6,11
54811,1
41336,1
143703,2
143701,1
5220,1
12811,1
148733,1
743,1
744,1
745,1
746,1
747,2
7175,1
14499,4
3067,2
3065,1
2947,2
14360,2
5353,1
1056,2
5350,2
5359,1
1699,1
618,2
613,2
1274,1
1275,2
1491,1
3117,2
1479,2
22378,1
1300,1
8420,2
499,1
495,1
496,1
497,2
492,1
493,1
24,7
25,8
26,7
27,10
20,3
21,8
22,9
23,6
44837,1
28,9
29,9
7591,3
3938,1
12536,1
15217,1
4130,1
3845,1
5697,1
179,1
177,2
7,14
10870,1
2281,6
2284,2
2285,2
4548,1
19682,1
4542,1
19688,1
4546,1
2378,1
2376,1
2597,1
40202,1
1875,1
6594,2
16439,1
978,1
1878,2
4947,2
973,1
971,1
4942,1
6286,3
596,1
979,1
6283,1
182,1
183,2
181,1
187,1
184,2
2110,1
2112,1
189,4
2114,1
1919,1
5102,3
1912,1
5106,1
188,1
1916,1
868,1
13218,1
3447,1
2025,1
883,1
882,4
880,1
886,1
10271,1
10270,2
20015,1
5218,1
11879,1
776,1
772,1
67617,1
77,5
76,3
2978,1
74,2
73,3
72,8
71,4
70,5
79,7
1041,1
1040,2
1681,1
1683,1
1685,2
4303,1
1268,1
669,1
668,6
667,1
1261,1
662,2
1265,7
660,1
18013,1
3122,1
1469,1
1468,2
8,14
1466,1
1460,2
31479,3
1319,1
6911,1
4235,1
5598,1
318,2
312,8
3942,1
61432,1
317,1
1236,1
315,3
314,1
23308,1
1338,1
4121,2
4125,1
1335,2
1238,1
27094,1
2299,3
2294,2
2569,1
2560,1
2564,1
10912,1
2366,1
57770,1
2360,2
10319,1
474016,2
10313,1
4445,1
4447,1
15871,1
3720,1
4934,1
962,2
4937,2
401,1
250092,2
969,2
2100,1
2635,1
5119,2
2630,1
2986,1
9229,1
3092,1
879,3
2035,1
2749,1
4847,1
2039,1
891,1
894,1
895,1
646,1
14163,3
11993,1
45813,1
24074,1
2964,1
769,1
762,1
766,1
1786,1
3044,1
1078,1
1079,2
5370,1
5373,1
1672,1
1096,1
4338,1
1381072,1
8228,1
677,1
673,3
3134,1
3132,1
1413,1
1416,1
1321,2
1324,1
9852,2
6454,1
6900,1
9858,1
91588,9
5567,1
5562,1
1526,1
1255,1
1522,3
1258,1
309,2
300,1
301,2
302,1
22226,1
306,1
307,1
4112,1
75,2
24855,1
299861,2
32987,1
6609,3
4060,1
5943,1
10851,1
21033,2
5152,7
3606,12
16631,1
6113,1
5039,1
11438,1
100741,2
112,1
1898,2
1899,1
4459,1
1897,3
3732,1
959,2
955,1
2138,1
956,1
26112,1
57169,1
5164,1
2644,1
2647,1
9219,1
1503183,1
3421,1
3425,1
2000,2
4859,1
84164,1
14177,1
21565,1
42875,1
9672,2
3557,1
3554,1
2910,2
2911,1
1799,1
1798,1
2915,1
1791,1
714,1
713,2
1796,2
1069,1
1068,3
1066,1
1664,1
591,1
1086,2
593,1
595,1
1080,1
4323,1
3140,1
3143,1
3144,1
3147,1
2820,1
7639,1
3382,1
7632,4
3389,1
1408,2
1403,1
1400,2
449,1
448,3
4210,1
693,5
443,3
1334,1
441,2
444,1
8128,1
5776,1
39,4
38,6
7703,1
33,5
32,4
31,2
30,4
37,6
36,6
35,3
34,6
1537,4
1535,1
1531,1
1530,2
1248,3
1538,1
338,3
335,5
334,1
337,1
336,1
331,1
330,2
333,1
8341,1
22302,1
3377,1
3896,2
8652,1
3638,1
3635,2
35401,1
16199,1
11406,1
2346,2
2343,1
32757,1
3708,1
4465,4
1883,1
4461,1
949,2
2129,3
947,1
945,1
943,2
4663,1
10061,1
5177,3
5178,1
2657,1
133,2
132,2
131,1
130,3
137,2
136,3
134,1
139,3
36474,5
102476,1
2014,1
4861,1
2012,2
2922,1
18488,1
17712,2
9668,1
83533,1
4482,1
2903,1
2907,1
2906,1
2904,4
11882,1
88,1
89,3
82,3
83,5
80,6
81,2
86,2
87,1
85,2
7685,3
1934,2
1652,1
14298,2
1650,1
1657,1
6583,1
587,8
580,1
581,1
76124,1
11083,2
18066,1
2830,4
1432,1
1433,1
37128,1
458,2
79671,1
452,1
453,1
454,1
12288,2
656,1
650,2
658,1
3082,1
3885,1
3880,1
55,5
15255,1
946,1
2128,1
4913,1
6624,1
4001,1
322,3
323,2
326,1
327,1
324,1
325,4
329,1
9899,3
3629,1
573,1
2331,1
6131,1
10728,1
3716,1
1592,1
9476,43
2658,2
53,7
6007,1
4679,1
4903,1
2483,1
6008,1
11704,1
2241,1
2242,1
2243,1
995,2
994,1
2461,2
5147,1
10054,1
3401,1
121,3
